Column1;Course code;Course Name;Long descrition;Description;Prerequisites:;Semester;Format;CRN;Subject;Course;Type;Credits;Instructor;Status
225;MATH 318 ;Mathematical Logic.;"Propositional logic: truth-tables, formal proof systems, completeness and compactness theorems, Boolean algebras; first-order logic: formal proofs, GÃ¶del's completeness theorem; axiomatic theories; set theory; Cantor's theorem, axiom of choice and Zorn's lemma, Peano arithmetic; GÃ¶del's incompleteness theorem. 
 
 Fall
 Prerequisite(s): MATH 235 or MATH 240 or MATH 242.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam 
 
 Faculty of Science 
 Mathematics and Statistics Department";"Propositional logic: truth-tables, formal proof systems, completeness and compactness theorems, Boolean algebras; first-order logic: formal proofs, GÃ¶del's completeness theorem; axiomatic theories; set theory; Cantor's theorem, axiom of choice and Zorn's lemma, Peano arithmetic; GÃ¶del's incompleteness theorem.";MATH 235 or MATH 240 or MATH 242.; Fall;;3561;MATH;318;Lecture;30;Marcin  Sabok;Active
226;MATH 323 ;Probability.;"Sample space, events, conditional probability, independence of events, Bayes' Theorem. Basic combinatorial probability, random variables, discrete and continuous univariate and multivariate distributions. Independence of random variables. Inequalities, weak law of large numbers, central limit theorem. 
 
 Prerequisites: MATH 141 or equivalent.
 Restriction: Intended for students in Science, Engineering and related disciplines, who have had differential and integral calculus
 Restriction: Not open to students who have taken or are taking MATH 356
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Break-Out Room, Final Exam, Midterm Exam, Optional Tutorial, Tutorial 
 
 Faculty of Science 
 Mathematics and Statistics Department";Sample space, events, conditional probability, independence of events, Bayes' Theorem. Basic combinatorial probability, random variables, discrete and continuous univariate and multivariate distributions. Independence of random variables. Inequalities, weak law of large numbers, central limit theorem. ; MATH 141 or equivalent.;;;3562;MATH;323;Lecture;30;Tharshanna  Nadarajah;Active
228;MATH 324 ;Statistics.;"Sampling distributions, point and interval estimation, hypothesis testing, analysis of variance, contingency tables, nonparametric inference, regression, Bayesian inference. 
 
 Fall and Winter
 Prerequisite: MATH 323 or equivalent 
 Restriction: Not open to students who have taken or are taking MATH 357
 You may not be able to receive credit for this course and other statistic courses. Be sure to check the Course Overlap section under Faculty Degree Requirements in the Arts or Science section of the Calendar.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam, Tutorial 
 
 Faculty of Science 
 Mathematics and Statistics Department";Sampling distributions, point and interval estimation, hypothesis testing, analysis of variance, contingency tables, nonparametric inference, regression, Bayesian inference.;MATH 323 or equivalent ;Winter;;3567;MATH;324;Lecture;30;Tharshanna  Nadarajah;Active
229;MATH 326 ;Nonlinear Dynamics and Chaos.;"Linear systems of differential equations, linear stability theory. Nonlinear systems: existence and uniqueness, numerical methods, one and two dimensional flows, phase space, limit cycles, Poincare-Bendixson theorem, bifurcations, Hopf bifurcation, the Lorenz equations and chaos. 
 
 Fall
 Prerequisites: MATH 222, MATH 223 
 Restriction: Not open to students who have taken or are taking MATH 376
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam 
 
 Faculty of Science 
 Mathematics and Statistics Department";Linear systems of differential equations, linear stability theory. Nonlinear systems: existence and uniqueness, numerical methods, one and two dimensional flows, phase space, limit cycles, Poincare-Bendixson theorem, bifurcations, Hopf bifurcation, the Lorenz equations and chaos. ;MATH 222, MATH 223 ; Fall;;3569;MATH;326;Lecture;30;Jean-Christophe  Nave;Active
230;MATH 338 ;History and Philosophy of Mathematics.;"Egyptian, Babylonian, Greek, Indian and Arab contributions to mathematics are studied together with some modern developments they give rise to, for example, the problem of trisecting the angle. European mathematics from the Renaissance to the 18th century is discussed, culminating in the discovery of the infinitesimal and integral calculus by Newton and Leibnitz. Demonstration of how mathematics was done in past centuries, and involves the practice of mathematics, including detailed calculations, arguments based on geometric reasoning, and proofs. 
 
 Fall
 Prerequisites: MATH 133, MATH 141.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam 
 
 Faculty of Science 
 Mathematics and Statistics Department";Egyptian, Babylonian, Greek, Indian and Arab contributions to mathematics are studied together with some modern developments they give rise to, for example, the problem of trisecting the angle. European mathematics from the Renaissance to the 18th century is discussed, culminating in the discovery of the infinitesimal and integral calculus by Newton and Leibnitz. Demonstration of how mathematics was done in past centuries, and involves the practice of mathematics, including detailed calculations, arguments based on geometric reasoning, and proofs. ;MATH 133, MATH 141.; Fall;;3570;MATH;338;Lecture;30;JÃ©rÃ´me  Fortier;Active
231;MATH 348 ;Euclidean Geometry.;"Points and lines in a triangle. Quadrilaterals. Angles in a circle. Circumscribed and inscribed circles. Congruent and similar triangles. Area. Power of a point with respect to a circle. Cevaâ€™s theorem. Isometries. Homothety. Inversion. 
 
 Prerequisite: MATH 133 or equivalent or permission of instructor.
 Restriction: Not open to students who have taken MATH 398.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam 
 
 Faculty of Science 
 Mathematics and Statistics Department";Points and lines in a triangle. Quadrilaterals. Angles in a circle. Circumscribed and inscribed circles. Congruent and similar triangles. Area. Power of a point with respect to a circle. Cevaâ€™s theorem. Isometries. Homothety. Inversion. ;MATH 133 or equivalent or permission of instructor.;;;3571;MATH;348;Lecture;30;Piotr  Przytycki;Active
232;MATH 352 ;Problem Seminar.;"Seminar in Mathematical Problem Solving. The problems considered will be of the type that occur in the Putnam competition and in other similar mathematical competitions. 
 
 Requires departmental approval
 Prerequisite: Enrolment in a math related program or permission of the instructor. Requires departmental approval.
 Prerequisite: Enrolment in a math related program or permission of the instructor.
 
 1.000 Credit hours 
 
 Schedule Types: Seminar 
 
 Faculty of Science 
 Mathematics and Statistics Department";Seminar in Mathematical Problem Solving. The problems considered will be of the type that occur in the Putnam competition and in other similar mathematical competitions. ;;;;3573;MATH;352;Seminar;10;Sergey  Norin;Active
233;MATH 356 ;Honours Probability.;"Sample space, probability axioms, combinatorial probability. Conditional probability, Bayes' Theorem. Distribution theory with special reference to the Binomial, Poisson, and Normal distributions. Expectations, moments, moment generating functions, uni-variate transformations. Random vectors, independence, correlation, multivariate transformations. Conditional distributions, conditional expectation.Modes of stochastic convergence, laws of large numbers, Central Limit Theorem. 
 
 Fall
 Prerequisite(s): MATH 243 or MATH 255, and MATH 222 or permission of the Department.
 Restriction: Not open to students who have taken or are taking MATH 323
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam 
 
 Faculty of Science 
 Mathematics and Statistics Department";Sample space, probability axioms, combinatorial probability. Conditional probability, Bayes' Theorem. Distribution theory with special reference to the Binomial, Poisson, and Normal distributions. Expectations, moments, moment generating functions, uni-variate transformations. Random vectors, independence, correlation, multivariate transformations. Conditional distributions, conditional expectation.Modes of stochastic convergence, laws of large numbers, Central Limit Theorem. ; MATH 243 or MATH 255, and MATH 222 or permission of the Department.; Fall;;3574;MATH;356;Lecture;30;Elliot  Paquette;Active
234;MATH 376 ;Honours Nonlinear Dynamics.;"This course consists of the lectures of MATH 326, but will be assessed at the honours level. 
 
 Fall
 Prerequisites: MATH 222, MATH 223 
 Restrictions: Intended primarily for Honours students. Not open to students who have taken or are taking MATH 326.
 Note: Additionally, a special project or projects may be assigned.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam 
 
 Faculty of Science 
 Mathematics and Statistics Department";This course consists of the lectures of MATH 326, but will be assessed at the honours level. ;MATH 222, MATH 223 ; Fall;;3575;MATH;376;Lecture;30;Jean-Christophe  Nave;Active
235;MATH 417 ;Linear Optimization.;"An introduction to linear optimization and its applications: Duality theory, fundamental theorem, sensitivity analysis, convexity, simplex algorithm, interior-point methods, quadratic optimization, applications in game theory. 
 
 Prerequisites: COMP 202, and MATH 223 or MATH 236, and MATH 314 or equivalent 
 Restriction: Not open to students who have taken or are taking MATH 487 or MATH 517.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Optional Tutorial 
 
 Faculty of Science 
 Mathematics and Statistics Department";An introduction to linear optimization and its applications: Duality theory, fundamental theorem, sensitivity analysis, convexity, simplex algorithm, interior-point methods, quadratic optimization, applications in game theory. ;COMP 202, and MATH 223 or MATH 236, and MATH 314 or equivalent ;;;3577;MATH;417;Lecture;30;Courtney  Paquette;Active
